-89,0,0,0,0,0,1
-74,0,0,0,0,0,1
-76,0,0,0,0,0,1
-75,0,0,0,0,0,1
-76,-94,0,0,0,0,1
0,-88,0,0,0,0,1
0,0,0,0,0,-99,1
-78,0,0,0,0,0,1
-82,0,0,0,0,0,1
-78,0,0,0,0,0,1
-81,0,0,0,0,0,1
-77,-90,0,0,0,0,1
-80,0,0,0,0,0,1
-74,0,0,0,0,0,1
-79,0,0,0,0,0,1
0,-90,0,0,0,0,1
-74,0,0,0,0,-96,1
-78,-88,0,0,0,0,1
-77,-89,0,0,0,0,1
-82,-89,0,0,0,0,1
-81,0,0,0,0,0,1
-74,-91,0,0,0,0,1
-82,-87,0,0,0,0,1
-77,0,0,0,0,0,1
-75,0,0,0,0,0,1
-77,0,0,0,0,0,1
-80,-88,0,0,0,0,1
-75,0,0,0,0,0,1
-84,0,0,0,0,0,1
-76,-90,-100,0,0,0,1
-74,0,0,0,0,0,1
-82,-90,0,0,0,0,1
-77,0,0,0,0,0,1
-74,0,0,0,0,0,1
-82,0,0,0,0,0,1
-76,0,0,0,0,0,1
-74,0,0,0,0,0,1
-81,-90,0,0,0,0,1
-81,-87,0,0,0,0,1
-74,-89,0,0,0,0,1
-79,-89,0,0,0,0,1
0,-93,0,0,0,0,1
-77,-94,0,0,0,0,1
0,-94,0,0,0,0,1
-82,-95,0,0,0,0,1
-77,-87,-96,0,0,0,1
-81,-95,0,0,0,0,1
0,-89,0,0,0,0,1
-75,-89,0,0,0,-97,1
-76,-94,0,0,0,0,1
-75,0,0,0,0,0,1
-83,0,-99,0,0,0,1
-84,0,0,0,0,0,1
-75,-98,0,0,0,-99,1
-75,0,-101,0,0,0,1
-82,0,0,0,0,0,1
-81,0,0,0,0,0,1
-80,0,0,0,0,0,1
-75,-100,0,0,0,0,1
-74,0,0,0,0,0,1
-80,0,0,0,0,0,1
-78,0,0,0,0,0,1
-73,-87,0,0,0,0,1
-82,0,0,0,0,0,1
-73,-96,-95,0,0,0,1
-83,-88,0,0,0,-96,1
-77,-88,-97,0,0,-93,1
-82,-93,0,0,0,0,1
0,0,0,0,0,-97,1
0,-93,0,0,0,0,1
0,-92,-94,0,0,0,1
0,-92,-96,0,0,0,1
-76,0,0,0,0,0,1
-83,-88,0,0,0,0,1
-76,-88,0,0,0,0,1
-75,-92,0,0,0,0,1
-78,0,0,0,0,0,1
-77,0,0,0,0,0,1
-74,-92,0,0,0,0,1
-78,0,-95,0,0,0,1
-78,-96,0,0,0,0,1
-82,-90,0,0,0,0,1
-77,0,0,0,0,0,1
-78,0,0,0,0,0,1
-85,0,0,0,0,0,1
-79,0,0,0,0,0,1
-77,0,0,0,0,0,1
-72,-93,0,0,0,0,1
-73,0,-94,0,0,0,1
-76,-95,-92,0,0,-95,1
-73,-94,-92,0,0,0,1
-82,0,0,0,0,0,1
-77,0,0,0,0,0,1
-78,-96,0,0,0,-96,1
-80,0,0,0,0,0,1
-84,-90,0,0,0,0,1
-77,0,0,0,0,-90,1
-73,-93,-95,0,0,-93,1
-83,-95,0,0,0,0,1
-76,-94,0,0,0,0,1
-74,-94,0,0,0,0,1
-76,0,0,0,0,-96,1
-78,0,0,0,0,0,1
0,0,0,0,0,-94,1
0,-71,-84,0,0,0,2
0,0,-86,-86,0,0,2
0,0,-83,0,0,0,2
0,-81,-82,0,0,-96,2
0,-79,-85,0,0,0,2
-94,-78,-84,0,-94,0,2
-91,-79,-84,0,0,0,2
0,-71,-82,0,0,0,2
-91,-75,0,0,0,0,2
-91,-77,-82,-85,0,0,2
-91,-71,-82,-87,0,-95,2
-92,-76,-84,-86,0,0,2
-94,0,0,0,0,0,2
-94,-71,-83,-84,0,0,2
0,-72,-89,-85,0,0,2
-95,-72,0,-86,-97,0,2
0,-72,-83,0,0,0,2
0,-76,0,0,0,-94,2
-95,0,0,0,0,-98,2
-92,-72,-87,-85,0,0,2
-95,-72,-87,0,-94,0,2
0,-77,-83,0,0,0,2
-91,0,-86,-86,-95,0,2
0,0,-88,0,0,0,2
-91,0,-87,0,0,0,2
-91,-80,-86,-94,0,-98,2
0,-79,-86,-85,0,-97,2
0,-72,-87,-84,0,0,2
-90,-75,-82,-87,0,0,2
0,-78,-87,-86,0,0,2
-91,-79,-87,-84,0,-92,2
-92,-72,-84,0,0,-92,2
-91,-75,-85,0,0,0,2
0,-78,0,-85,0,0,2
0,-71,-85,-85,0,-95,2
0,-82,-86,0,0,0,2
-91,-77,-86,-85,-98,-94,2
-92,-78,-84,-85,0,0,2
0,0,0,0,0,-91,2
0,-75,-85,0,0,0,2
-89,0,-82,0,0,-94,2
-96,0,-84,-85,0,-97,2
-93,0,-84,0,0,0,2
0,0,0,0,-93,-91,2
0,-72,-83,-87,0,-95,2
-90,0,0,0,-95,0,2
0,-80,0,-85,0,-92,2
-93,-80,-82,-86,0,-93,2
-89,0,0,0,-95,0,2
0,-71,-87,0,0,0,2
0,-71,-84,-85,0,0,2
0,0,-85,-85,0,-94,2
0,-81,-85,-87,0,0,2
-97,-72,0,-84,0,0,2
0,-72,-84,-86,0,0,2
0,0,-85,0,0,0,2
-97,-76,0,0,0,0,2
0,0,0,0,0,-93,2
0,-71,0,0,0,0,2
-91,-72,0,0,0,0,2
-89,-82,-84,-86,-95,0,2
-92,-81,0,0,0,0,2
0,-81,-83,-85,0,-93,2
0,-72,-84,-85,0,0,2
0,-80,0,-85,0,-94,2
0,-72,-84,0,0,0,2
0,-72,-86,0,0,-95,2
-91,0,0,0,0,0,2
-89,-76,-90,-85,-97,-96,2
-92,-76,-85,0,0,0,2
0,0,0,-84,0,-93,2
0,-76,-99,0,-97,-92,2
0,0,0,-85,0,0,2
-98,-72,-85,-85,0,-92,2
-97,-72,-85,-84,0,0,2
-92,-72,-83,-85,0,-92,2
0,0,0,-86,0,-94,2
0,-77,-86,-87,0,0,2
0,0,-88,0,0,-94,2
-91,0,-85,0,-97,0,2
0,-80,-84,0,-94,0,2
0,0,-85,0,0,-94,2
0,-72,-92,-85,-98,-91,2
0,-76,-86,0,0,0,2
0,-77,0,0,0,-97,2
-94,-81,0,-85,-95,0,2
0,-79,-85,0,0,0,2
-93,0,0,-86,0,0,2
-92,-77,-84,-86,0,0,2
0,-76,-86,-86,-96,-92,2
0,-71,0,-86,0,-91,2
-91,-71,-84,-84,0,-92,2
-91,-82,-83,0,-95,0,2
-92,-71,-84,-85,0,-93,2
0,-80,-86,0,0,0,2
