-82,0,-99,0,0,0,0,1
-75,0,0,0,0,0,-97,1
-81,0,-94,0,0,0,0,1
-83,0,-98,0,0,0,0,1
-80,-89,-97,0,0,0,-95,1
-81,0,0,0,0,0,0,1
-74,0,0,0,0,0,0,1
-73,-95,-97,-98,0,0,0,1
-73,-91,0,0,0,0,0,1
-73,-92,0,0,0,0,-95,1
-74,-87,0,0,0,0,-95,1
-75,-86,0,0,0,0,-98,1
-74,-86,0,0,0,0,0,1
-74,-88,0,-98,0,0,-94,1
-74,-93,0,0,0,0,0,1
-74,-93,-105,0,0,0,-95,1
-79,-87,-101,0,0,0,-95,1
-79,-95,0,0,0,0,0,1
-74,-92,-94,-97,0,0,0,1
0,-89,0,0,0,0,0,1
-81,-96,-97,0,0,0,0,1
-73,0,-95,0,0,0,0,1
-83,-92,0,0,0,0,-96,1
-74,0,0,0,0,0,-96,1
-75,0,0,0,0,0,0,1
0,0,-94,0,0,0,-95,1
-86,0,-94,0,0,0,0,1
-82,-99,0,0,0,0,0,1
-81,0,0,0,0,0,0,1
-73,-95,0,0,0,0,0,1
-74,-94,0,0,0,0,0,1
-74,0,0,0,0,0,0,1
-74,-90,0,0,0,0,-97,1
-74,0,0,-96,0,0,-95,1
-75,-91,0,-99,0,0,0,1
-74,-88,-94,-101,0,0,-96,1
0,-93,0,0,0,0,0,1
-74,-92,0,0,0,0,0,1
-76,-91,-94,0,0,0,0,1
-73,-91,0,0,0,0,0,1
-75,-91,0,0,-99,0,0,1
-75,-90,0,0,0,0,0,1
-80,-89,0,0,0,0,0,1
-75,-93,0,0,0,0,-94,1
-81,-91,0,0,0,0,0,1
0,-92,0,0,0,0,0,1
-82,0,0,0,0,0,-100,1
-75,-91,-95,0,0,0,0,1
-82,-89,-93,0,0,-99,-97,1
-87,-93,-95,0,0,0,0,1
0,-92,0,0,0,0,0,1
-81,0,0,0,0,0,0,1
-75,0,0,0,0,0,0,1
-76,-94,-91,0,0,0,0,1
-88,0,0,-101,0,0,0,1
-82,0,0,0,0,0,0,1
0,0,0,0,0,0,-95,1
0,0,0,0,0,0,-96,1
0,-92,-93,0,0,-99,0,1
0,0,0,0,0,0,-97,1
0,0,0,0,0,0,-95,1
0,-87,-95,0,0,0,-95,1
0,-90,0,0,0,0,-96,1
0,0,0,0,0,0,-94,1
0,0,0,0,0,0,-96,1
0,-93,0,0,0,0,0,1
-75,0,-99,0,0,0,0,1
-74,0,0,0,0,0,-98,1
-75,0,-96,0,0,0,-96,1
-75,0,-97,0,0,0,-98,1
-82,-94,0,0,0,0,-95,1
-73,0,0,0,0,0,-93,1
-79,-87,0,0,0,0,-94,1
-82,-88,-97,0,0,0,0,1
0,-88,0,0,0,0,0,1
-83,0,-96,0,0,0,0,1
-76,-95,0,0,0,0,0,1
-75,-88,-95,0,0,0,0,1
-78,0,-94,0,0,0,0,1
-77,0,0,0,0,0,0,1
-76,0,0,0,0,0,0,1
-74,0,0,0,0,0,-102,1
-77,-90,-94,0,0,0,0,1
-79,-93,0,0,0,0,0,1
-75,-93,0,0,0,-98,0,1
-80,0,0,0,0,0,-95,1
-76,-89,0,0,0,0,-97,1
-77,0,0,0,0,0,0,1
-74,-95,0,0,0,0,0,1
-74,-91,0,0,0,0,0,1
-74,-94,0,0,0,0,-94,1
-79,-92,0,0,0,0,-95,1
-79,-91,-96,0,0,-97,-98,1
-73,-94,0,0,0,0,-96,1
-73,0,0,0,0,0,0,1
-74,-93,-101,0,0,-99,-98,1
-78,0,0,0,0,0,-95,1
-75,-88,-101,0,0,0,-99,1
-73,-88,0,0,0,0,0,1
0,-88,0,0,0,0,0,1
-82,-92,0,0,0,0,0,1
-73,0,0,0,0,0,-99,1
-75,0,0,0,0,0,0,1
-79,0,0,0,0,0,0,1
-74,0,0,0,0,0,-96,1
-74,0,0,0,0,0,0,1
-76,-94,0,0,0,0,0,1
-74,0,0,0,0,0,-98,1
-79,-89,0,0,0,0,0,1
-74,-90,0,0,0,0,-95,1
-74,0,0,0,0,0,-98,1
-73,0,0,0,0,0,0,1
0,-87,0,0,0,0,-97,1
-74,0,0,0,0,0,-97,1
-75,-92,0,0,0,0,-97,1
-74,0,0,0,0,0,0,1
-74,0,-90,0,0,0,0,1
0,-89,0,0,0,0,0,1
-73,-91,0,0,0,-98,0,1
-73,-91,-94,0,0,-98,-100,1
-82,-90,-91,0,0,-102,0,1
-73,-90,0,0,0,0,0,1
-73,0,-93,0,0,0,0,1
-73,-91,-90,0,0,0,0,1
-73,0,0,0,0,0,-105,1
-80,0,0,0,0,0,-97,1
-95,0,0,-89,0,0,0,2
-93,0,-91,0,-97,0,-99,2
-99,0,0,-91,-94,0,-99,2
0,0,0,0,0,0,-98,2
0,0,0,0,0,0,-104,2
-95,-77,-89,0,0,-95,0,2
0,-78,-94,0,0,0,0,2
0,0,-92,-88,0,0,0,2
0,-77,-95,0,0,0,0,2
0,-96,0,0,0,-97,0,2
-95,0,0,0,0,0,0,2
0,-78,-86,0,0,-93,0,2
0,0,-86,-94,0,0,0,2
-95,-80,-89,-94,0,-92,0,2
-94,-77,-87,-93,-100,-92,-97,2
0,-78,-84,-95,0,-94,0,2
0,-77,0,-93,-96,-94,0,2
0,0,-87,0,0,0,0,2
0,0,-83,-93,0,0,0,2
0,0,-89,0,0,0,0,2
0,-78,-90,0,0,0,0,2
0,0,0,0,-100,0,0,2
0,0,0,0,0,-92,0,2
0,-77,0,0,0,-91,0,2
-93,-76,0,0,0,-94,0,2
0,-77,0,-89,0,-94,0,2
0,-78,-84,0,0,-95,0,2
0,-76,-89,-89,0,0,0,2
0,0,-89,-88,0,0,0,2
0,0,0,0,0,-92,0,2
0,-77,0,-89,-95,-92,0,2
0,-77,-90,0,-99,-97,0,2
0,0,0,0,-96,0,0,2
0,-77,0,0,0,-90,0,2
0,0,-96,0,0,-95,0,2
-95,0,-87,0,0,-97,0,2
-93,-78,0,0,0,0,0,2
-100,0,0,-93,-98,-91,0,2
-98,0,0,-90,0,-92,0,2
0,-75,-92,0,-96,-96,0,2
0,-75,-90,-94,0,-91,0,2
0,-75,0,0,-103,0,0,2
0,0,-91,-91,0,0,-102,2
0,0,0,-96,-99,-95,0,2
-95,-76,-87,0,0,-97,0,2
0,-77,-88,-92,-97,-91,0,2
0,-77,-87,-94,-95,-93,0,2
0,0,-87,0,0,0,0,2
0,0,-87,0,0,0,0,2
0,0,0,0,-91,0,0,2
0,-76,-88,-90,0,0,0,2
0,0,-87,-89,-98,-91,0,2
0,-76,-88,-88,0,-91,0,2
0,-76,-87,0,0,-91,0,2
0,-76,-88,-92,-96,0,0,2
-99,-77,0,-90,0,-100,0,2
-98,0,-93,-94,0,0,0,2
0,0,-85,-94,0,0,0,2
0,-76,-89,-94,0,-93,0,2
0,0,0,-93,0,-95,0,2
-95,0,0,0,0,-95,0,2
-95,-76,0,0,0,0,0,2
0,-78,0,0,0,-91,0,2
-95,-78,-85,0,0,-90,0,2
0,-77,-90,0,0,-96,0,2
-94,0,0,0,0,0,0,2
0,-78,-86,0,0,0,0,2
0,-79,-87,-89,0,0,0,2
-97,-78,0,-93,0,0,0,2
0,-78,-90,-92,-95,0,0,2
0,-77,-86,-93,0,0,0,2
0,0,-85,-93,-97,0,0,2
0,-78,0,-93,0,0,0,2
0,-78,-85,0,0,0,0,2
-91,-79,-91,-89,0,-97,0,2
0,-77,0,-90,0,0,0,2
-95,0,0,-95,0,0,0,2
0,0,0,0,0,-91,0,2
0,0,-91,0,0,0,0,2
-94,-78,-92,0,0,-100,0,2
-94,-78,-86,0,0,0,0,2
-95,0,-86,-89,0,0,0,2
-96,0,-90,-92,-95,-91,0,2
-93,-77,-87,-96,0,-97,0,2
-94,-77,-93,0,0,-92,0,2
0,-91,-89,-92,-96,0,0,2
-97,-79,-94,-88,0,-97,0,2
-96,-78,-88,-89,0,0,0,2
-97,-92,-96,0,0,0,0,2
0,-80,-88,0,-97,0,0,2
-100,-81,-91,0,0,-98,0,2
-98,0,0,-92,0,0,0,2
-94,0,0,-90,-98,-93,0,2
-95,0,0,-92,0,-94,-95,2
0,-79,0,0,0,0,0,2
-95,-80,0,-93,0,0,0,2
0,-80,0,0,-101,-92,0,2
0,0,-89,-93,0,-92,-95,2
0,-78,0,-92,0,0,0,2
0,0,0,-94,0,-93,0,2
-92,-82,-88,0,0,-93,0,2
-94,0,-87,0,0,0,0,2
-98,-81,-91,0,0,0,0,2
-94,-86,0,0,0,-91,0,2
-96,0,0,-90,0,-97,0,2
-94,-79,0,0,0,-96,0,2
-91,-79,0,-95,0,0,0,2
-93,-80,-84,0,0,0,0,2
-92,-80,-94,0,0,0,-97,2
0,-78,-85,-92,0,-95,0,2
0,-87,-91,0,0,-95,0,2
0,-77,-89,0,0,-95,0,2
0,-77,0,0,0,0,0,2
-94,-76,-95,-90,-92,-95,-97,2
0,0,0,-90,0,0,0,2
-94,-89,0,0,0,-95,0,2
0,0,-90,-92,0,0,0,2
0,-83,-84,-88,-93,-93,0,2
0,-80,0,0,0,0,0,2
-96,-81,0,-92,-99,-94,0,2
0,0,-92,0,0,0,0,2
-95,-78,-86,0,0,0,-97,2
0,-87,-90,0,-90,0,-97,2
-97,-81,-89,-89,-92,-93,0,2
-95,-88,-86,0,0,0,0,2
-98,-79,-86,-91,0,-93,-95,2
-95,-77,-86,-89,-95,0,-95,2
-97,-78,0,0,-96,-93,-94,2
0,0,-90,-93,0,-91,-96,2
-102,-85,-95,0,0,-95,-96,2
-100,-88,0,0,0,0,0,2
0,-79,-85,-85,0,-89,0,3
0,-74,-92,0,0,0,0,3
0,-74,-82,-84,0,0,-91,3
0,-83,-82,-83,0,0,0,3
0,-82,-89,0,0,-91,0,3
0,-80,-81,0,0,0,-89,3
0,-78,-81,0,0,-89,-91,3
0,-80,-82,-86,0,-90,0,3
0,-78,-91,0,0,-95,-89,3
0,-78,-86,0,0,-92,-88,3
0,-73,-84,0,0,-91,0,3
0,0,0,0,0,-88,0,3
-97,0,0,0,0,-86,0,3
0,0,0,0,0,-93,0,3
0,-73,0,0,0,-93,0,3
0,-74,-83,0,0,-88,-92,3
0,-74,-83,-85,0,0,0,3
0,-80,-84,-85,0,0,-91,3
0,0,-81,0,0,0,0,3
-101,-80,0,-88,0,-91,-91,3
0,-81,0,-82,0,0,0,3
0,-81,0,-82,0,0,0,3
0,-74,-98,-84,0,0,-89,3
0,-74,0,-82,0,0,0,3
0,-81,0,0,0,-87,0,3
0,-82,-80,-91,-96,0,-91,3
0,-76,-92,-85,0,-90,0,3
0,-76,-84,0,0,-89,0,3
0,-79,-82,-94,0,-88,0,3
0,-73,-89,-85,0,-92,-89,3
0,-82,0,-85,0,-88,0,3
0,-79,0,-82,0,-87,-97,3
0,-77,0,-85,0,-97,0,3
-95,-82,-88,-90,0,0,0,3
0,-81,0,0,0,-92,-89,3
0,-74,-85,-84,0,-88,0,3
0,-75,0,0,0,0,-89,3
0,-78,0,0,0,0,0,3
0,-74,-92,0,0,-87,0,3
0,0,-86,0,0,0,0,3
0,0,0,0,0,0,-87,3
0,0,-83,-85,0,0,-90,3
0,0,0,-85,0,-89,-100,3
0,-80,0,-82,0,0,0,3
0,-75,-85,0,0,-89,0,3
0,-78,-83,-84,0,-88,0,3
0,-78,-82,0,0,-90,-89,3
0,-80,0,0,0,-89,0,3
0,-78,-82,-84,0,0,-88,3
0,-80,-82,-83,0,-91,0,3
0,-80,-83,0,0,-90,-87,3
0,-74,-83,-82,0,-91,0,3
-100,-74,-96,0,0,0,0,3
0,-79,-82,-85,-100,-91,-89,3
0,0,0,0,0,-90,0,3
0,0,-82,-84,0,-92,0,3
0,0,0,0,0,-90,0,3
0,-74,-84,-85,0,-88,0,3
0,-80,-83,-83,0,0,0,3
0,-79,-83,-83,0,0,0,3
0,-80,-83,-84,0,-90,0,3
0,-80,0,-83,0,-88,0,3
0,0,0,0,0,-90,0,3
0,-79,0,0,0,0,-88,3
0,-79,0,0,0,-90,0,3
-98,-80,-85,-84,0,-88,0,3
0,-80,-82,-82,0,-90,0,3
0,-80,-84,-83,0,-88,0,3
0,-80,0,-83,0,0,0,3
0,-79,0,-85,0,0,0,3
0,0,0,-82,0,-90,-98,3
0,-78,-83,-83,0,-88,-87,3
0,-75,-83,-82,0,-89,0,3
0,-78,-81,-83,0,-91,0,3
0,-78,0,0,0,0,0,3
0,0,-81,0,0,0,0,3
